                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 1.0697,                0.86633,                 1.2214,                0.87801,                0.86475,                 0.9054,                0.65587,                 1.0113,                0.56253,                 1.1354,               0.007162,               0.007162,               0.007162
                     88,                 1.0708,                0.86428,                 1.2212,                0.87728,                0.86515,                0.90549,                0.65584,                 1.0114,                0.56243,                 1.1354,               0.007129,               0.007129,               0.007129
                     89,                 1.0691,                0.86621,                 1.2221,                0.87775,                0.86462,                0.90568,                 0.6561,                 1.0112,                0.56217,                 1.1352,               0.007096,               0.007096,               0.007096
                     90,                 1.0662,                0.86604,                 1.2195,                0.87832,                 0.8644,                 0.9057,                0.65625,                 1.0113,                0.56186,                 1.1352,               0.007063,               0.007063,               0.007063
                     91,                 1.0687,                0.86722,                 1.2207,                0.87786,                0.86511,                0.90571,                0.65618,                 1.0112,                0.56162,                  1.135,                0.00703,                0.00703,                0.00703
                     92,                 1.0651,                0.85936,                 1.2213,                0.87853,                0.86535,                0.90573,                0.65628,                 1.0111,                0.56142,                  1.135,               0.006997,               0.006997,               0.006997
                     93,                 1.0706,                0.86577,                 1.2205,                0.87933,                0.86476,                0.90575,                0.65622,                 1.0111,                 0.5613,                 1.1347,               0.006964,               0.006964,               0.006964
                     94,                  1.068,                0.86183,                 1.2195,                0.87967,                0.86404,                0.90582,                0.65635,                 1.0111,                0.56113,                 1.1346,               0.006931,               0.006931,               0.006931
                     95,                 1.0653,                0.85996,                 1.2196,                0.87915,                0.86493,                0.90585,                0.65644,                  1.011,                0.56096,                 1.1345,               0.006898,               0.006898,               0.006898
                     96,                 1.0655,                0.85804,                 1.2214,                0.87899,                0.86471,                0.90591,                0.65653,                  1.011,                0.56059,                 1.1344,               0.006865,               0.006865,               0.006865
                     97,                 1.0629,                0.85837,                 1.2203,                 0.8797,                 0.8645,                0.90596,                0.65652,                  1.011,                0.56034,                 1.1343,               0.006832,               0.006832,               0.006832
                     98,                 1.0633,                0.85918,                 1.2211,                0.87873,                0.86532,                0.90607,                0.65673,                 1.0109,                0.56005,                 1.1342,               0.006799,               0.006799,               0.006799
                     99,                 1.0647,                0.85531,                 1.2187,                 0.8784,                0.86572,                0.90615,                0.65682,                 1.0106,                 0.5598,                 1.1339,               0.006766,               0.006766,               0.006766
                    100,                 1.0613,                  0.854,                 1.2191,                0.87743,                 0.8668,                0.90608,                0.65686,                 1.0106,                0.55949,                 1.1339,               0.006733,               0.006733,               0.006733
                    101,                 1.0615,                0.85174,                 1.2172,                0.87663,                0.86774,                 0.9063,                0.65705,                 1.0106,                0.55916,                 1.1339,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.0609,                0.85275,                 1.2192,                0.87741,                0.86727,                0.90636,                0.65713,                 1.0106,                0.55896,                 1.1339,               0.006667,               0.006667,               0.006667
                    103,                 1.0619,                0.85162,                 1.2174,                0.87867,                0.86688,                0.90649,                0.65715,                 1.0105,                0.55879,                 1.1338,               0.006634,               0.006634,               0.006634
                    104,                 1.0634,                0.85281,                 1.2176,                0.87885,                0.86696,                0.90652,                0.65717,                 1.0106,                0.55863,                 1.1337,               0.006601,               0.006601,               0.006601
                    105,                 1.0585,                 0.8484,                 1.2168,                0.87915,                0.86666,                0.90664,                0.65736,                 1.0105,                0.55842,                 1.1337,               0.006568,               0.006568,               0.006568
                    106,                 1.0592,                0.84931,                  1.215,                0.87943,                0.86597,                0.90651,                 0.6575,                 1.0105,                0.55824,                 1.1336,               0.006535,               0.006535,               0.006535
                    107,                 1.0602,                0.84866,                 1.2142,                0.87899,                0.86624,                 0.9067,                0.65749,                 1.0104,                0.55814,                 1.1332,               0.006502,               0.006502,               0.006502
                    108,                 1.0594,                0.84669,                 1.2154,                0.87797,                0.86684,                0.90667,                0.65764,                 1.0104,                0.55793,                 1.1331,               0.006469,               0.006469,               0.006469
                    109,                 1.0599,                0.84696,                 1.2156,                0.87874,                0.86614,                0.90672,                0.65779,                 1.0103,                0.55788,                 1.1329,               0.006436,               0.006436,               0.006436
                    110,                  1.058,                0.84411,                 1.2152,                0.87837,                  0.867,                0.90671,                 0.6579,                   1.01,                0.55766,                 1.1327,               0.006403,               0.006403,               0.006403
                    111,                  1.059,                0.84277,                 1.2121,                0.87712,                0.86774,                0.90675,                0.65803,                   1.01,                0.55743,                 1.1325,                0.00637,                0.00637,                0.00637
                    112,                 1.0556,                0.84192,                 1.2129,                0.87818,                0.86759,                0.90685,                0.65814,                 1.0099,                0.55734,                 1.1323,               0.006337,               0.006337,               0.006337
                    113,                 1.0571,                0.84366,                 1.2125,                0.87788,                0.86793,                0.90693,                0.65832,                 1.0098,                0.55707,                 1.1321,               0.006304,               0.006304,               0.006304
                    114,                 1.0604,                 0.8429,                 1.2136,                0.87848,                0.86783,                  0.907,                0.65837,                 1.0099,                0.55666,                 1.1319,               0.006271,               0.006271,               0.006271
                    115,                 1.0538,                0.83715,                 1.2121,                0.87964,                0.86662,                0.90706,                0.65853,                 1.0098,                 0.5565,                 1.1318,               0.006238,               0.006238,               0.006238
                    116,                 1.0548,                0.83961,                 1.2131,                0.87886,                0.86745,                0.90727,                0.65858,                 1.0099,                0.55618,                 1.1318,               0.006205,               0.006205,               0.006205
                    117,                 1.0557,                0.83983,                 1.2132,                0.87916,                0.86685,                0.90711,                0.65862,                 1.0098,                0.55597,                 1.1316,               0.006172,               0.006172,               0.006172
                    118,                 1.0523,                0.83602,                 1.2114,                 0.8786,                0.86769,                 0.9072,                0.65878,                 1.0096,                0.55559,                 1.1314,               0.006139,               0.006139,               0.006139
